Gene	Target	IonCode_0101	IonCode_0102	IonCode_0103	IonCode_0104	IonCode_0105	IonCode_0106	IonCode_0107	IonCode_0125	IonCode_0126	IonCode_0127	IonCode_0128	IonCode_0129	IonCode_0130	IonCode_0131	"COSMIC_CGC_FLAG"	"NCBI_NAME"	"HGNC_SYMBOL_ACC"	"MIM_MORBID_DESCRIPTION"	"ENTREZ_GENE_ID"	"U133PLUS2_PSID"
ZNF688	AMPL687542	58	83	62	66	88	89	97	64	55	41	30	94	61	86	0	zinc_finger_protein_688	30489	.	146542	213527_s_at,213529_at,235950_at,235951_s_at
ZNF689	AMPL34927366	106	89	108	137	125	151	189	112	79	81	71	130	113	134	0	zinc_finger_protein_689	25173	.	115509	227294_at,227445_at
ZNF69	AMPL37228563	25	29	43	26	63	33	45	31	34	14	20	58	30	54	0	zinc_finger_protein_69	13138	.	7620	.
ZNF691	AMPL32398827	1	0	0	1	7	2	1	1	0	0	1	2	1	3	0	zinc_finger_protein_691	28028	.	51058	232780_s_at
ZNF692	AMPL33809901	95	79	102	108	117	127	102	119	95	54	40	98	107	162	0	zinc_finger_protein_692	26049	.	55657	220661_s_at,227011_at
ZNF695	AMPL33764169	46	66	43	63	55	52	73	54	40	30	24	44	70	85	0	zinc_finger_protein_695	30954	.	57116	208273_at
ZNF696	AMPL14506305	73	59	64	76	66	84	77	67	67	57	40	53	54	99	0	zinc_finger_protein_696	25872	.	79943	220967_s_at,232162_at
ZNF697	AMPL1094338	112	112	106	103	81	96	133	103	114	68	73	110	109	151	0	zinc_finger_protein_697	32034	.	90874	1553702_at,227080_at
ZNF699	AMPL21352356	4	6	6	10	5	14	9	11	7	3	5	3	8	13	0	zinc_finger_protein_699	24750	.	374879	.
ZNF7	AMPL7253296	114	88	89	113	98	91	117	79	97	44	55	81	89	109	0	zinc_finger_protein_7	13139	.	7553	1559980_at,205089_at,234914_at
ZNF70	AMPL36539123	35	29	29	29	32	25	41	45	29	22	26	32	35	47	0	zinc_finger_protein_70	13140	.	7621	1554578_at
ZNF700	AMPL34748595	145	146	154	116	257	121	217	152	177	69	73	241	155	298	0	zinc_finger_protein_700	25292	.	90592	223590_at
ZNF701	AMPL9984552	11	14	11	21	20	10	18	11	14	4	5	15	19	18	0	zinc_finger_protein_701	25597	.	55762	220242_x_at,236589_at
ZNF702P	AMPL20235576	70	49	63	62	81	73	79	72	51	25	33	99	43	81	0	zinc_finger_protein_702__pseudogene	25775	.	79986	206557_at
ZNF703	AMPL15379939	9	7	1	4	5	3	8	1	5	7	1	9	3	4	0	zinc_finger_protein_703	25883	.	80139	222760_at
ZNF704	AMPL5190587	88	95	81	97	162	123	110	74	78	38	51	125	90	138	0	zinc_finger_protein_704	32291	.	619279	1558941_at,223366_at,235079_at,235732_at,235905_at,241963_at
ZNF705A	AMPL1727393	2	0	0	0	0	0	2	2	0	0	0	2	0	4	0	zinc_finger_protein_705A	32281	.	100131539,440077	.
ZNF705D	AMPL1243881	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	zinc_finger_protein_705D	33202	.	728957	.
ZNF705G	AMPL8494134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_705G	37134	.	100131980	237711_at
ZNF706	AMPL32624764	270	251	240	273	189	263	276	307	273	182	153	196	256	342	0	zinc_finger_protein_706	24992	.	51123	218059_at,227132_at
ZNF707	AMPL5632662	80	77	78	87	110	111	142	103	85	56	63	101	124	149	0	zinc_finger_protein_707	27815	.	101928160,286075	1562944_at,232076_at
ZNF708	AMPL36689798	123	86	89	116	88	119	150	127	95	43	44	105	99	186	0	zinc_finger_protein_708	12945	.	7562	239482_x_at
ZNF709	AMPL36094166	16	14	12	9	17	19	20	24	15	6	11	15	24	22	0	,zinc_finger_protein_709	20629	.	163051	1553247_a_at,1570364_at,1570366_x_at,242028_at
ZNF71	AMPL36212930	38	52	45	47	70	50	70	50	61	27	19	53	50	59	0	zinc_finger_protein_71	13141	.	58491	226514_at,233754_x_at,234570_at
ZNF710	AMPL22073486	188	155	190	180	297	260	307	207	173	115	105	248	226	358	0	zinc_finger_protein_710	25352	.	374655	213542_at,239335_at,239700_at,39891_at
ZNF711	AMPL34772878	143	117	120	139	164	150	135	146	150	89	74	138	141	214	0	zinc_finger_protein_711	13128	MENTAL_RETARDATION__X-LINKED_97__MRX97	7552	207781_s_at,228988_at
ZNF713	AMPL21182963	43	38	27	25	51	63	47	31	45	22	27	58	43	57	0	zinc_finger_protein_713	22043	.	349075	1560201_at
ZNF714	AMPL21836830	183	189	185	184	174	220	206	178	164	103	116	163	201	308	0	zinc_finger_protein_714	27124	.	148206	.
ZNF716	AMPL9576796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_716	32458	.	441234	.
ZNF717	AMPL6094815	28	17	18	10	16	18	23	15	12	6	14	16	16	22	0	zinc_finger_protein_717	29448	.	100131827	229986_at
ZNF718	AMPL6087664	0	2	1	0	1	1	1	0	1	0	3	1	0	2	0	zinc_finger_protein_718	26889	.	.	1553269_at,1559746_a_at
ZNF721	AMPL18119459	10	11	6	12	18	16	11	11	10	6	3	13	5	17	0	zinc_finger_protein_721	29425	.	170960	220159_at,228029_at
ZNF727	AMPL6886618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_727	22785	.	442319	.
ZNF729	AMPL10646029	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	zinc_finger_protein_729	32464	.	100287226	.
ZNF732	AMPL1502812	35	46	36	42	34	49	40	43	22	33	18	34	41	35	0	zinc_finger_protein_732	37138	.	654254	.
ZNF735	AMPL11059648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.	.
ZNF736	AMPL7066021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_736	32467	.	728927	1569637_at,235027_at,244551_at
ZNF737	AMPL9410214	64	81	82	80	121	93	86	68	84	47	42	94	91	126	0	zinc_finger_protein_737	32468	.	100129842	.
ZNF738	AMPL18843941	119	176	177	159	241	244	216	166	158	93	97	259	201	233	0	zinc_finger_protein_738	32469	.	.	229700_at
ZNF74	AMPL10575474	122	135	103	101	158	118	161	121	126	64	53	113	133	178	0	zinc_finger_protein_74	13144	.	7625	205881_at,235997_at
ZNF740	AMPL3451471	219	267	211	206	252	286	272	241	215	151	143	259	283	310	0	zinc_finger_protein_740	27465	.	283337	1558277_at,227331_at
ZNF746	AMPL6715441	150	169	155	171	151	172	192	152	175	138	85	135	152	206	0	zinc_finger_protein_746	21948	.	155061	1570373_at,225848_at
ZNF747	AMPL37209619	29	21	29	28	29	24	26	29	24	25	9	29	29	27	0	zinc_finger_protein_747	28350	.	65988	206180_x_at,228856_at,238606_at,239774_at
ZNF749	AMPL308496	38	54	45	48	44	53	67	31	41	19	27	52	55	78	0	zinc_finger_protein_749	32783	.	388567	215289_at
ZNF750	AMPL14529721	1	0	1	0	1	1	0	3	0	0	5	1	0	3	0	zinc_finger_protein_750	25843	SEBORRHEA-LIKE_DERMATITIS_WITH_PSORIASIFORM_ELEMENTS	79755	219995_s_at
ZNF75A	AMPL18453898	135	151	141	132	203	161	196	133	118	65	86	178	138	212	0	zinc_finger_protein_75a	13146	.	7627	227670_at,239204_at,242633_x_at
ZNF75D	AMPL12847545	14	7	17	10	25	8	21	11	13	8	7	13	15	27	0	zinc_finger_protein_75D	13145	.	7626	1553225_s_at,213659_at,214813_at,230583_s_at,230584_at
ZNF76	AMPL7742974	39	39	35	48	64	52	34	33	32	44	18	41	41	32	0	zinc_finger_protein_76	13149	.	7629	207494_s_at
ZNF761	AMPL925613	16	18	22	24	17	23	23	26	15	22	5	22	15	16	0	zinc_finger_protein_761	23179	.	.	.
ZNF764	AMPL17907782	62	52	52	50	63	61	64	41	41	42	27	55	44	67	0	zinc_finger_protein_764	28200	.	92595	222120_at,57516_at
ZNF765	AMPL3374905	42	28	44	66	59	43	44	37	44	26	32	53	47	70	0	zinc_finger_protein_765	25092	.	91661	1558942_at,1558943_x_at,223897_at
ZNF766	AMPL817879	58	47	62	67	75	74	73	55	48	29	30	73	59	82	0	zinc_finger_protein_766	28063	.	90321	227284_at
ZNF768	AMPL14635635	243	153	181	200	227	239	261	194	161	75	124	224	213	244	0	zinc_finger_protein_768	26273	.	79724	218916_at
ZNF77	AMPL36689566	43	36	38	51	59	42	37	37	38	17	22	37	44	46	0	zinc_finger_protein_77	13150	.	58492	1558673_s_at,229000_at
ZNF770	AMPL24925849	3	2	1	2	1	0	4	0	1	0	1	0	0	2	0	zinc_finger_protein_770	26061	.	54989	225517_at,238687_x_at
ZNF772	AMPL2461368	7	6	7	7	15	8	13	10	12	2	2	16	10	15	0	zinc_finger_protein_772	33106	.	400720	.
ZNF773	AMPL21673063	30	48	24	30	47	39	54	39	26	30	15	28	36	48	0	zinc_finger_protein_773	30487	.	374928	.
ZNF774	AMPL2676278	8	11	9	5	21	7	9	6	9	9	11	17	15	16	0	zinc_finger_protein_774	33108	.	342132	.
ZNF775	AMPL16111810	64	72	52	69	70	77	84	75	79	39	33	81	77	80	0	zinc_finger_protein_775	28501	.	285971	225907_at,225909_at,228226_s_at,230517_at
ZNF777	AMPL30746376	84	73	58	79	66	85	85	65	66	87	60	72	115	111	0	zinc_finger_protein_777	22213	.	27153	1553172_at,226983_at
ZNF778	AMPL6845528	37	52	57	51	46	50	54	34	30	24	21	53	48	54	0	zinc_finger_protein_778	26479	.	197320	1556581_at
ZNF780A	AMPL2511997	84	67	66	93	106	84	93	79	72	39	40	88	103	133	0	zinc_finger_protein_780A	27603	.	101929205,284323	215570_s_at,238907_at,239441_at
ZNF780B	AMPL51929	35	58	39	43	51	58	65	46	40	28	14	52	41	91	0	zinc_finger_protein_780B	33109	.	163131	214899_at,215570_s_at,242969_at,243294_at,244818_at
ZNF781	AMPL36444430	2	2	0	3	0	1	0	2	0	2	1	1	3	0	0	zinc_finger_protein_781	26745	.	163115	1552785_at,1559789_a_at
ZNF782	AMPL2980655	26	39	37	15	23	28	34	24	14	9	5	42	26	29	0	zinc_finger_protein_782	33110	.	158431	235290_at
ZNF783	AMPL9020724	33	31	27	24	35	35	41	38	26	23	21	36	30	28	0	zinc_finger_family_member_783	27222	.	100289678	1556224_a_at,1569473_s_at,221876_at,78495_at
ZNF784	AMPL21408413	17	4	9	5	11	17	14	6	8	4	8	9	11	7	0	zinc_finger_protein_784	33111	.	147808	228364_at
ZNF785	AMPL34481912	0	3	2	2	3	5	2	2	4	0	0	2	6	2	0	zinc_finger_protein_785	26496	.	146540	1554769_at,1554770_x_at,242272_at
ZNF786	AMPL36119855	61	75	55	51	69	65	71	65	84	45	25	83	62	99	0	zinc_finger_protein_786	21806	.	136051	239083_at
ZNF787	AMPL3678937	31	33	45	52	20	29	38	32	30	33	20	28	20	36	0	zinc_finger_protein_787	26998	.	126208	1557888_at,213402_at
ZNF789	AMPL22098158	36	29	37	33	31	33	36	29	25	11	20	24	32	44	0	zinc_finger_protein_789	27801	.	285989	1558762_a_at,1569194_at,235231_at,242307_at
ZNF79	AMPL13250644	38	45	56	48	49	70	73	44	35	41	31	53	30	49	0	zinc_finger_protein_79	13153	.	7633	214138_at,216486_x_at
ZNF790	AMPL10840380	4	7	7	9	10	4	7	4	8	2	1	6	4	7	0	zinc_finger_protein_790	33114	.	388536	.
ZNF791	AMPL15673477	77	85	84	118	82	106	117	107	73	47	55	91	95	160	0	zinc_finger_protein_791	26895	.	163049	1553703_at,1553704_x_at,227122_at
ZNF792	AMPL16002495	8	17	20	14	13	19	21	14	13	8	6	17	14	18	0	zinc_finger_protein_792	24751	.	126375	235052_at
ZNF793	AMPL977485	34	33	40	33	47	52	29	33	31	31	14	41	40	55	0	zinc_finger_protein_793	33115	.	390927	244180_at
ZNF799	AMPL4939081	12	22	22	42	23	34	33	21	22	14	23	14	32	37	0	zinc_finger_protein_799	28071	.	90576	205928_at
ZNF8	AMPL37020274	158	172	146	177	197	193	182	153	128	84	101	152	145	165	0	zinc_finger_protein_8	13154	.	7554	214901_at
ZNF80	AMPL12397262	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_80	13155	.	7634	207272_at
ZNF800	AMPL15727603	65	90	79	77	72	99	100	87	69	32	51	82	75	92	0	zinc_finger_protein_800	27267	.	168850	227101_at,227104_x_at
ZNF804A	AMPL22176614	14	14	7	10	9	10	11	10	6	7	3	5	7	12	0	zinc_finger_protein_804A	21711	.	91752	215767_at
ZNF804B	AMPL18459193	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	zinc_finger_protein_804B	21958	.	219578	1564022_at
ZNF805	AMPL888496	77	74	77	76	88	89	91	75	79	47	58	72	88	118	0	zinc_finger_protein_805	23272	.	390980	.
ZNF808	AMPL1885603	30	29	25	36	34	38	46	32	17	11	24	32	28	48	0	zinc_finger_protein_808	33230	.	388558	1554476_x_at
ZNF81	AMPL13191770	53	46	35	50	41	32	52	36	41	19	24	60	29	42	0	zinc_finger_protein_81	13156	MENTAL_RETARDATION__X-LINKED_45__MRX45	347344	1561038_at,1561039_a_at,215901_at,234111_at,240079_at,242083_at
ZNF812	AMPL8694199	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	zinc_finger_protein_812	33242	.	729648	.
ZNF813	AMPL2924178	55	52	46	48	50	44	55	43	41	23	33	53	50	83	0	zinc_finger_protein_813	33257	.	126017	217665_at
ZNF814	AMPL3213059	207	228	214	213	189	262	261	190	195	122	128	181	194	316	0	zinc_finger_protein_814	33258	.	730051	1556204_a_at,1557248_at,222135_at,241912_at,60794_f_at
ZNF815P	AMPL19996114	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	zinc_finger_protein_815__pseudogene	22029	.	.	232863_at
ZNF816	AMPL9611805	142	132	113	116	168	152	137	102	88	58	55	153	120	182	0	zinc_finger_protein_816	26995	.	100529240,125893	1558887_at,1558888_x_at,217541_x_at
ZNF821	AMPL8388044	120	98	94	92	121	116	103	95	98	75	57	100	91	138	0	zinc_finger_protein_821	28043	.	55565	205494_at,41397_at
ZNF823	AMPL3807527	22	21	25	41	67	30	46	31	20	22	23	40	26	36	0	zinc_finger_protein_823	30936	.	55552	229732_at
ZNF827	AMPL15808678	69	86	92	92	133	99	122	58	59	57	62	87	107	158	0	zinc_finger_protein_827	27193	.	101927707,152485	226764_at,228046_at,231902_at,243617_at,243618_s_at
ZNF829	AMPL8292801	36	30	51	47	54	29	33	35	38	26	24	33	37	59	0	zinc_finger_protein_829	34032	.	374899	237306_at,238952_x_at
ZNF83	AMPL32288387	22	20	17	23	16	21	17	17	17	9	13	15	22	31	0	zinc_finger_protein_83	13158	.	55769	221645_s_at
ZNF830	AMPL15706258	98	80	83	94	92	96	131	107	108	46	50	122	101	174	0	zinc_finger_protein_830	28291	.	91603	226315_at,226323_at
ZNF831	AMPL15986282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_831	16167	.	128611	1558826_at,1558827_a_at
ZNF833P	AMPL19729809	6	4	10	11	4	13	4	2	9	3	2	8	7	9	0	zinc_finger_protein_833__pseudogene	33819	.	401898	.
ZNF835	AMPL932240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_835	34332	.	90485	215826_x_at
ZNF836	AMPL2756284	16	24	15	26	21	16	9	11	16	10	18	16	17	25	0	zinc_finger_protein_836	34333	.	162962	1569076_a_at,1569077_x_at
ZNF837	AMPL36597455	31	29	20	19	31	27	38	21	24	7	14	19	29	27	0	zinc_finger_protein_837	25164	.	116412	241277_x_at
ZNF839	AMPL33613478	52	25	28	28	48	45	37	29	42	13	14	32	25	47	0	zinc_finger_protein_839	20345	.	55778	219086_at,221709_s_at
ZNF84	AMPL6335962	108	132	121	126	146	135	161	132	132	68	82	131	121	163	0	zinc_finger_protein_84	13159	.	100287515,7637	204453_at,228630_at
ZNF841	AMPL4101528	76	88	62	78	81	80	101	97	67	46	54	62	60	120	0	zinc_finger_protein_841	27611	.	284371	.
ZNF843	AMPL1271196	0	1	0	0	1	1	0	2	1	0	1	3	1	1	0	zinc_finger_protein_843	28710	.	283933	1555078_at,1564362_x_at
ZNF844	AMPL2106386	71	62	63	57	87	68	90	57	64	43	37	63	61	74	0	zinc_finger_protein_844	25932	.	284391	1558537_x_at,228346_at
ZNF845	AMPL17766337	37	38	48	53	76	38	59	48	42	19	28	67	43	63	0	zinc_finger_protein_845	25112	.	91664	.
ZNF846	AMPL5126697	23	16	14	14	22	17	20	23	8	8	12	26	32	25	0	zinc_finger_protein_846	27260	.	100505555,162993	1564331_at,1569156_at,1569157_s_at,231419_at
ZNF847P	AMPL38088712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_847__pseudogene	34384	.	401983	.
ZNF85	AMPL8942369	73	82	70	71	75	83	111	71	87	34	51	76	73	109	0	zinc_finger_protein_85	13160	.	7639	1554445_at,206572_x_at
ZNF850	AMPL7144130	201	233	227	218	251	255	237	209	196	156	157	212	197	319	0	zinc_finger_protein_850	27994	.	342892	244640_at
ZNF853	AMPL33606721	75	81	83	83	90	87	119	71	98	53	51	87	78	112	0	zinc_finger_protein_853	21767	.	54753	228270_at,232884_s_at
ZNF860	AMPL3240779	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	zinc_finger_protein_860	34513	.	344787	.
ZNF862	AMPL4354075	32	44	45	39	36	29	33	28	34	20	11	34	39	28	0	zinc_finger_protein_862	34519	.	643641	213444_at
ZNF878	AMPL5866216	2	5	4	11	12	2	10	5	5	9	5	8	8	15	0	zinc_finger_protein_878	37246	.	729747	.
ZNF879	AMPL2305753	24	22	18	18	24	19	23	13	12	12	10	27	19	23	0	zinc_finger_protein_879	37273	.	345462	230421_at
ZNF880	AMPL5226252	254	205	220	260	212	266	267	200	220	126	101	254	212	299	0	zinc_finger_protein_880	37249	.	400713	232315_at,235913_at
ZNF883	AMPL4640766	10	7	6	7	21	7	10	11	9	5	5	17	7	26	0	zinc_finger_protein_883	27271	.	.	230876_at
ZNF90	AMPL13705654	161	182	137	163	165	197	216	148	172	63	85	146	173	258	0	zinc_finger_protein_90	13165	.	7643	1562133_x_at
ZNF91	AMPL7553568	260	258	245	263	266	314	374	239	243	113	154	211	284	430	0	zinc_finger_protein_91	13166	.	7644	1569277_at,206059_at,236128_at,244259_s_at
ZNF92	AMPL35792268	143	109	112	142	143	124	160	131	110	64	58	149	119	210	0	zinc_finger_protein_92	13168	.	168374	1564962_at,1564963_x_at,235170_at
ZNF93	AMPL15202302	163	156	169	209	159	161	195	135	144	48	99	130	149	220	0	zinc_finger_protein_93	13169	.	81931	1569240_at,1569241_a_at,208119_s_at,215758_x_at
ZNF98	AMPL4224891	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	zinc_finger_protein_98	13174	.	148198	.
ZNF99	AMPL4546067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_protein_99	13175	.	7652	.
ZNFX1	AMPL35328449	55	58	41	68	51	59	61	47	62	27	39	41	60	86	0	zinc_finger__NFX1-type_containing_1	29271	.	57169	225076_s_at
ZNHIT1	AMPL27989649	497	496	484	497	535	645	607	471	455	342	277	474	506	572	0	zinc_finger__HIT-type_containing_1	21688	.	10467	201541_s_at
ZNHIT2	AMPL24842716	169	151	142	140	166	187	167	152	141	90	71	165	143	154	0	zinc_finger__HIT-type_containing_2	1177	.	741	219050_s_at,222814_s_at
ZNHIT3	AMPL29114009	118	110	102	160	120	132	141	98	106	64	60	109	119	143	0	zinc_finger__HIT-type_containing_3	12309	.	9326	212544_at
ZNHIT6	AMPL31521825	97	80	103	115	86	121	166	94	93	56	64	64	97	205	0	zinc_finger__HIT-type_containing_6	26089	.	54680	218932_at,233005_at
ZNRD1	AMPL16149973	82	71	51	52	70	57	70	60	66	41	35	65	65	74	0	zinc_ribbon_domain_containing_1	13182	.	30834	223639_s_at,227673_at,228009_x_at,234114_at,234115_s_at,234530_s_at
ZNRF1	AMPL15355215	379	372	327	424	383	364	485	382	336	213	219	291	374	465	0	zinc_and_ring_finger_1__E3_ubiquitin_protein_ligase	18452	.	84937	223382_s_at,223383_at,225959_s_at,225960_at,225962_at
ZNRF2	AMPL34869850	60	63	61	57	49	77	85	39	44	22	23	62	71	71	0	zinc_and_ring_finger_2	22316	.	223082	226261_at
ZNRF2P1	AMPL20708687	23	18	15	26	28	20	25	12	14	10	16	18	10	31	0	zinc_and_ring_finger_2_pseudogene_1	42792	.	.	1556404_a_at
ZNRF3	AMPL8034447	234	292	238	207	361	288	321	228	240	209	150	298	227	289	0	zinc_and_ring_finger_3	18126	.	84133	226360_at
ZNRF4	AMPL17328114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	zinc_and_ring_finger_4	17726	.	148066	215461_at
ZP1	AMPL21953605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zona_pellucida_glycoprotein_1__sperm_receptor	13187	.	22917	237335_at
ZP2	AMPL6993678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zona_pellucida_glycoprotein_2__sperm_receptor	13188	.	7783	207933_at
ZP3	AMPL2210592	2	3	1	2	1	2	4	2	2	0	2	0	1	2	0	zona_pellucida_glycoprotein_3__sperm_receptor	13189	.	7784	204148_s_at,210910_s_at
ZP4	AMPL37132929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zona_pellucida_glycoprotein_4	15770	.	57829	231756_at
ZPBP	AMPL12791079	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	zona_pellucida_binding_protein	15662	.	11055	207021_at
ZPBP2	AMPL21856437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zona_pellucida_binding_protein_2	20678	.	124626	231442_at
ZPLD1	AMPL17768284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	zona_pellucida-like_domain_containing_1	27022	.	131368	1561969_at,1569777_a_at
ZRANB1	AMPL31555480	340	318	361	326	377	399	484	302	295	221	174	350	416	471	0	zinc_finger__RAN-binding_domain_containing_1	18224	.	54764	225130_at,225131_at,225138_at
ZRANB2	AMPL21802633	22	32	30	28	24	42	44	29	37	14	21	39	27	44	0	zinc_finger__RAN-binding_domain_containing_2	13058	.	9406	223016_x_at,223716_s_at,241345_at
ZRANB3	AMPL14449650	41	48	47	43	54	48	59	45	42	28	19	53	36	65	0	zinc_finger__RAN-binding_domain_containing_3	25249	.	84083	224124_at,239538_at,244092_at
ZRSR2	AMPL27163543	18	16	19	28	22	30	45	14	16	9	13	17	25	32	1	zinc_finger__CCCH_type__RNA-binding_motif_and_serine_arginine_rich_2	23019	.	8233	208174_x_at,213876_x_at
ZSCAN1	AMPL22559221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_and_SCAN_domain_containing_1	23712	.	284312	1562651_at
ZSCAN10	AMPL18294623	0	0	0	1	0	2	0	0	0	0	0	0	0	4	0	zinc_finger_and_SCAN_domain_containing_10	12997	.	84891	1553874_a_at,1553875_s_at
ZSCAN12	AMPL6880601	73	47	50	62	85	85	83	64	56	52	37	65	68	101	0	zinc_finger_and_SCAN_domain_containing_12	13172	.	9753	206507_at,217098_s_at
ZSCAN12P1	AMPL20841412	0	1	1	2	0	1	8	0	3	3	2	0	1	1	0	zinc_finger_and_SCAN_domain_containing_12_pseudogene_1	13850	.	221584	239157_at
ZSCAN16	AMPL13837257	44	44	53	42	72	63	70	44	43	29	24	70	47	67	0	zinc_finger_and_SCAN_domain_containing_16	20813	.	80345	219676_at
ZSCAN18	AMPL6149265	264	249	236	273	319	278	214	202	201	180	141	285	219	155	0	zinc_finger_and_SCAN_domain_containing_18	21037	.	65982	217593_at,218312_s_at,232866_at
ZSCAN2	AMPL22142536	18	27	24	32	38	27	35	26	25	15	22	32	51	42	0	zinc_finger_and_SCAN_domain_containing_2	20994	.	54993	220516_at,231188_at
ZSCAN20	AMPL34304466	19	30	17	22	30	16	21	25	20	12	6	34	18	34	0	zinc_finger_and_SCAN_domain_containing_20	13093	.	7579	1552498_at,1552499_a_at,1554790_at
ZSCAN21	AMPL34733978	119	101	123	134	118	170	141	101	105	57	71	148	121	130	0	zinc_finger_and_SCAN_domain_containing_21	13104	.	7589	223424_s_at
ZSCAN22	AMPL21886638	55	49	43	44	49	40	62	29	22	26	27	52	42	70	0	zinc_finger_and_SCAN_domain_containing_22	4929	.	342945	228769_at
ZSCAN23	AMPL1823401	39	33	23	24	45	23	41	25	32	20	13	52	27	36	0	zinc_finger_and_SCAN_domain_containing_23	21193	.	222696	1563670_at
ZSCAN29	AMPL35701964	192	241	212	166	266	240	299	177	212	131	115	179	189	326	0	zinc_finger_and_SCAN_domain_containing_29	26673	.	146050	226562_at
ZSCAN30	AMPL3672349	21	43	31	36	38	50	38	36	44	16	17	39	40	38	0	zinc_finger_and_SCAN_domain_containing_30	33517	.	100101467	228125_at,228130_at
ZSCAN4	AMPL34721385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger_and_SCAN_domain_containing_4	23709	.	201516	1552851_at,1552852_a_at
ZSCAN5A	AMPL36267027	42	56	40	60	49	43	67	52	38	31	32	39	42	85	0	zinc_finger_and_SCAN_domain_containing_5A	23710	.	79149	1565583_at,219904_at
ZSCAN5B	AMPL2604632	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	zinc_finger_and_SCAN_domain_containing_5B	34246	.	342933	.
ZSWIM1	AMPL16072266	13	10	12	11	20	7	17	11	7	9	4	17	13	25	0	zinc_finger__SWIM-type_containing_1	16155	.	90204	223607_x_at
ZSWIM2	AMPL21543113	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	zinc_finger__SWIM-type_containing_2	30990	.	151112	1554932_at
ZSWIM3	AMPL16824166	17	40	23	26	40	30	36	16	24	12	11	30	24	25	0	zinc_finger__SWIM-type_containing_3	16157	.	140831	228223_at
ZSWIM4	AMPL36492969	83	81	80	94	108	114	87	75	108	52	47	85	95	123	0	zinc_finger__SWIM-type_containing_4	25704	.	65249	.
ZSWIM5	AMPL36132724	46	63	49	41	113	73	80	43	35	21	24	77	69	115	0	zinc_finger__SWIM-type_containing_5	29299	.	57643	232336_at
ZSWIM6	AMPL37081633	451	442	372	435	525	499	580	378	473	234	211	412	389	638	0	zinc_finger__SWIM-type_containing_6	29316	.	57688	226208_at
ZSWIM7	AMPL5142654	177	224	180	201	181	234	286	202	206	128	97	179	189	264	0	zinc_finger__SWIM-type_containing_7	26993	.	125150	228719_at,229119_s_at
ZUFSP	AMPL35077178	61	81	89	105	93	106	105	76	63	58	37	71	85	147	0	zinc_finger_with_UFM1-specific_peptidase_domain	21224	.	221302	228330_at
ZW10	AMPL29968720	129	153	101	139	127	152	176	119	126	76	82	133	123	168	0	zw10_kinetochore_protein	13194	.	9183	204812_at
ZWILCH	AMPL31991483	634	563	629	666	527	684	744	580	473	342	372	440	625	829	0	zwilch_kinetochore_protein	25468	.	55055	218349_s_at,222606_at
ZWINT	AMPL16411069	968	935	894	1028	830	939	1083	945	790	623	546	775	849	1144	0	ZW10_interacting_kinetochore_protein	13195	.	11130	204026_s_at
ZXDA	AMPL13065341	16	10	28	27	27	24	25	15	16	9	14	17	23	29	0	zinc_finger__X-linked__duplicated_A	13198	.	7789	215263_at,216014_s_at,243521_at
ZXDB	AMPL12880724	53	51	43	61	81	59	67	60	48	44	28	91	60	89	0	zinc_finger__X-linked__duplicated_B	13199	.	158586	216013_at,216014_s_at,228005_at
ZXDC	AMPL14126946	154	164	136	180	115	184	205	171	147	146	81	167	142	224	0	ZXD_family_zinc_finger_C	28160	.	79364	218639_s_at,230106_at
ZYG11A	AMPL3258204	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	zyg-11_family_member_A__cell_cycle_regulator	32058	.	440590	231517_at
